Suburb,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,crime_12m,crime_rank,crime_risk_score
Gonn,0,0,0,2,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Goobarragandra,1,0,0,0,0,0,0,0,0,0,0,1,2,3137.0,81.15942028985508
Goodwood Island,0,0,0,1,0,0,0,0,1,0,0,0,2,3137.0,81.15942028985508
Wimbledon,0,0,1,0,0,0,1,0,0,0,0,0,2,3137.0,81.15942028985508
Winegrove,0,1,0,0,0,1,0,0,0,0,0,0,2,3137.0,81.15942028985508
Bamarang,0,0,1,0,0,0,0,0,0,1,0,0,2,3137.0,81.15942028985508
Barratta,0,0,0,0,0,0,0,2,0,0,0,0,2,3137.0,81.15942028985508
Willigobung,1,0,0,0,0,0,0,0,0,0,0,1,2,3137.0,81.15942028985508
Glennies Creek,0,0,0,1,1,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Box Head,0,0,0,0,0,1,0,0,0,1,0,0,2,3137.0,81.15942028985508
Borambola,0,0,0,2,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Doon Doon,0,0,0,2,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Middlingbank,0,0,0,1,0,0,0,0,0,0,0,1,2,3137.0,81.15942028985508
Midginbil,0,0,0,0,0,0,0,0,0,0,2,0,2,3137.0,81.15942028985508
Cattle Creek,0,0,0,0,0,1,0,0,0,1,0,0,2,3137.0,81.15942028985508
Speewa,0,0,0,0,0,0,1,0,0,0,1,0,2,3137.0,81.15942028985508
Mila,0,0,0,0,0,0,0,0,0,0,2,0,2,3137.0,81.15942028985508
Glen Alice,1,0,0,0,1,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Mingoola,0,0,0,1,0,0,1,0,0,0,0,0,2,3137.0,81.15942028985508
Minimbah,0,1,1,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Bathampton,0,0,0,0,0,0,1,0,1,0,0,0,2,3137.0,81.15942028985508
Wiagdon,1,0,0,0,0,0,0,0,0,0,1,0,2,3137.0,81.15942028985508
Widden,0,0,0,0,0,0,0,0,0,0,2,0,2,3137.0,81.15942028985508
Gineroi,0,0,1,0,0,0,0,0,0,0,1,0,2,3137.0,81.15942028985508
Gingkin,1,0,0,0,0,0,0,1,0,0,0,0,2,3137.0,81.15942028985508
Ophir,0,0,0,0,0,0,1,0,0,0,1,0,2,3137.0,81.15942028985508
Orange Grove,0,0,0,0,0,0,0,0,0,2,0,0,2,3137.0,81.15942028985508
Ournie,0,0,0,0,0,1,1,0,0,0,0,0,2,3137.0,81.15942028985508
Upper Rollands Plains,0,0,0,1,0,0,0,0,0,1,0,0,2,3137.0,81.15942028985508
Gilgooma,0,0,0,0,0,1,0,0,0,0,0,1,2,3137.0,81.15942028985508
Sherwood (Kyogle),0,0,0,0,1,0,0,1,0,0,0,0,2,3137.0,81.15942028985508
Singleton Military Area,0,0,0,0,0,0,2,0,0,0,0,0,2,3137.0,81.15942028985508
Smiggin Holes,0,2,0,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Castle Doyle,0,0,0,1,0,1,0,0,0,0,0,0,2,3137.0,81.15942028985508
Geehi,0,0,0,0,0,0,2,0,0,0,0,0,2,3137.0,81.15942028985508
Georges Plains,0,0,2,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Mongogarie,0,0,0,0,0,0,0,0,0,0,1,1,2,3137.0,81.15942028985508
Ganbenang,0,0,0,0,0,0,0,0,0,2,0,0,2,3137.0,81.15942028985508
Garland,0,2,0,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Garthowen,0,0,0,1,0,0,0,0,0,0,1,0,2,3137.0,81.15942028985508
Tilligerry Creek,0,0,1,0,0,0,0,0,0,0,1,0,2,3137.0,81.15942028985508
Timbarra,0,1,0,0,1,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Rob Roy,1,0,1,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Commissioners Creek,0,0,0,0,0,0,0,0,0,2,0,0,2,3137.0,81.15942028985508
Rock Flat,1,0,0,0,0,0,0,1,0,0,0,0,2,3137.0,81.15942028985508
Rockley Mount,0,0,0,0,0,1,0,1,0,0,0,0,2,3137.0,81.15942028985508
Rocky Creek (Inverell),0,0,0,0,0,0,0,0,0,1,1,0,2,3137.0,81.15942028985508
Dumaresq,2,0,0,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Olney,0,0,0,0,0,1,0,0,0,0,0,1,2,3137.0,81.15942028985508
Welaregang,0,0,0,0,0,0,0,0,1,1,0,0,2,3137.0,81.15942028985508
Frog Rock,0,0,0,1,0,0,0,0,0,0,0,1,2,3137.0,81.15942028985508
Frogs Hollow,0,0,0,0,1,0,1,0,0,0,0,0,2,3137.0,81.15942028985508
Foxground,1,0,0,0,0,0,0,1,0,0,0,0,2,3137.0,81.15942028985508
Moonee,0,0,0,0,0,2,0,0,0,0,0,0,2,3137.0,81.15942028985508
Moorbel,1,1,0,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Flat Tops,0,0,0,0,0,0,0,0,0,2,0,0,2,3137.0,81.15942028985508
Fords Bridge,0,0,0,0,0,0,0,1,0,0,0,1,2,3137.0,81.15942028985508
Uralba,0,1,0,1,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Urila,0,1,0,0,1,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Verona,0,0,0,1,0,0,0,0,0,0,0,1,2,3137.0,81.15942028985508
Oakhampton Heights,0,0,0,0,0,2,0,0,0,0,0,0,2,3137.0,81.15942028985508
Riverlea,0,0,2,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Rivertree,1,0,1,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Waukivory,0,0,0,0,0,0,1,0,0,1,0,0,2,3137.0,81.15942028985508
Webbers Creek,0,0,0,0,0,2,0,0,0,0,0,0,2,3137.0,81.15942028985508
Brogers Creek,0,0,0,0,0,0,1,0,0,0,0,1,2,3137.0,81.15942028985508
Wantiool,0,0,0,1,0,0,0,0,0,0,1,0,2,3137.0,81.15942028985508
Berowra Waters,0,0,0,0,0,0,0,0,1,0,1,0,2,3137.0,81.15942028985508
Warragoon,0,0,0,0,0,0,0,1,0,0,1,0,2,3137.0,81.15942028985508
Salisbury Plains,0,0,1,0,0,0,0,0,1,0,0,0,2,3137.0,81.15942028985508
Mount Olive (Singleton),1,0,0,0,0,1,0,0,0,0,0,0,2,3137.0,81.15942028985508
Mountain Creek,0,0,0,1,1,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Mountain Lagoon,0,0,0,0,1,0,0,1,0,0,0,0,2,3137.0,81.15942028985508
Numulgi,1,0,0,0,0,0,1,0,0,0,0,0,2,3137.0,81.15942028985508
Rocky Glen,0,0,0,0,0,1,1,0,0,0,0,0,2,3137.0,81.15942028985508
Colly Blue,0,1,0,0,1,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Rose Valley (Kiama),0,1,0,1,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Black Creek (Port Macquarie-Hastings),0,0,0,0,0,0,1,1,0,0,0,0,2,3137.0,81.15942028985508
Bevendale,0,0,0,0,0,2,0,0,0,0,0,0,2,3137.0,81.15942028985508
Wandella,0,0,0,0,0,0,0,0,0,0,1,1,2,3137.0,81.15942028985508
Wandook,0,0,0,1,1,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Saddleback Mountain,0,0,0,1,0,0,0,0,0,0,0,1,2,3137.0,81.15942028985508
Brindabella,0,0,0,0,0,1,0,1,0,0,0,0,2,3137.0,81.15942028985508
Tomewin,0,1,1,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Tonderburine,0,0,0,0,0,0,0,0,0,0,2,0,2,3137.0,81.15942028985508
Toogong,0,0,0,0,0,0,0,0,0,0,2,0,2,3137.0,81.15942028985508
Eurobodalla,0,0,0,1,0,1,0,0,0,0,0,0,2,3137.0,81.15942028985508
Munni,0,1,0,0,0,0,1,0,0,0,0,0,2,3137.0,81.15942028985508
Rous Mill,0,0,0,1,0,0,1,0,0,0,0,0,2,3137.0,81.15942028985508
Rufus,0,0,0,0,1,0,0,0,0,0,0,1,2,3137.0,81.15942028985508
Clear Creek,0,0,1,0,0,1,0,0,0,0,0,0,2,3137.0,81.15942028985508
Clear Range,0,0,0,0,0,1,0,0,1,0,0,0,2,3137.0,81.15942028985508
Rugby,0,0,0,0,1,0,0,0,0,0,0,1,2,3137.0,81.15942028985508
Rushforth,0,0,0,1,0,0,1,0,0,0,0,0,2,3137.0,81.15942028985508
Binjura,1,0,0,0,0,0,0,1,0,0,0,0,2,3137.0,81.15942028985508
North Dorrigo,1,0,0,0,0,0,1,0,0,0,0,0,2,3137.0,81.15942028985508
Dyraaba,0,0,0,0,2,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
East Kangaloon,1,0,0,1,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Nubba,1,0,1,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Numbla Vale,0,0,0,1,0,0,0,0,0,0,1,0,2,3137.0,81.15942028985508
Duramana,0,1,0,0,1,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Durren Durren,0,0,0,1,0,0,0,0,0,0,1,0,2,3137.0,81.15942028985508
Murrumburrah,0,0,0,0,0,0,1,0,0,1,0,0,2,3137.0,81.15942028985508
Emu Swamp,0,0,0,0,1,0,1,0,0,0,0,0,2,3137.0,81.15942028985508
Erin Vale,0,0,0,0,1,0,0,0,0,0,0,1,2,3137.0,81.15942028985508
Muscle Creek,0,0,0,0,1,0,0,1,0,0,0,0,2,3137.0,81.15942028985508
Muttama,0,0,0,0,1,0,0,0,0,1,0,0,2,3137.0,81.15942028985508
Myall Creek,1,0,0,0,0,0,0,0,1,0,0,0,2,3137.0,81.15942028985508
Myall Lake,0,0,0,1,0,0,0,0,0,1,0,0,2,3137.0,81.15942028985508
Ellerslie (Wentworth),0,0,0,0,0,0,2,0,0,0,0,0,2,3137.0,81.15942028985508
Berremangra,1,0,0,0,0,0,0,0,1,0,0,0,2,3137.0,81.15942028985508
Noona,1,0,0,0,0,0,0,0,0,0,1,0,2,3137.0,81.15942028985508
Rosebrook,0,1,0,0,0,0,0,0,0,0,1,0,2,3137.0,81.15942028985508
Tooloom,1,0,1,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Toongi,0,1,0,0,0,0,1,0,0,0,0,0,2,3137.0,81.15942028985508
Codrington,0,0,0,0,0,0,2,0,0,0,0,0,2,3137.0,81.15942028985508
Myuna Bay,0,0,0,0,2,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Namoi River,0,1,0,0,0,0,0,0,0,0,0,1,2,3137.0,81.15942028985508
Naughtons Gap,0,1,0,0,0,0,0,1,0,0,0,0,2,3137.0,81.15942028985508
Rossgole,0,0,0,0,0,0,1,0,0,0,0,1,2,3137.0,81.15942028985508
Roto,0,0,0,0,0,0,0,2,0,0,0,0,2,3137.0,81.15942028985508
Rouchel,0,0,0,0,0,2,0,0,0,0,0,0,2,3137.0,81.15942028985508
Billimari,1,0,1,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Billys Creek,0,0,1,0,1,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Bimbi,0,0,0,0,0,0,0,0,0,1,0,1,2,3137.0,81.15942028985508
Bimbimbie,0,1,0,1,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Wallanbah,0,0,0,0,0,0,2,0,0,0,0,0,2,3137.0,81.15942028985508
Edderton,1,0,0,0,0,0,0,0,0,1,0,0,2,3137.0,81.15942028985508
Nerrigundah,0,0,0,1,0,1,0,0,0,0,0,0,2,3137.0,81.15942028985508
Eatonsville,1,0,0,0,0,0,0,1,0,0,0,0,2,3137.0,81.15942028985508
Yellow Pinch,1,0,1,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
The Brothers,1,0,0,1,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Kingfisher Shores,0,0,0,0,0,1,0,0,0,0,0,1,2,3137.0,81.15942028985508
Kinghorne,0,0,0,0,0,0,0,0,0,1,1,0,2,3137.0,81.15942028985508
Kikoira,0,0,0,0,0,0,0,0,0,1,1,0,2,3137.0,81.15942028985508
Kimbriki,2,0,0,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Yarratt Forest,0,0,1,1,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Yathella,1,0,0,0,0,0,0,1,0,0,0,0,2,3137.0,81.15942028985508
Killongbutta,3,0,0,0,0,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Alstonvale,0,0,0,0,0,0,1,0,0,1,0,1,3,2891.0,74.79296066252589
Kirkconnell,0,0,0,0,0,1,0,0,0,0,0,2,3,2891.0,74.79296066252589
Yarras (Port Macquarie-Hastings),1,1,0,1,0,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Anambah,2,0,0,0,0,0,0,0,1,0,0,0,3,2891.0,74.79296066252589
Tygalgah,0,0,0,0,1,0,1,0,1,0,0,0,3,2891.0,74.79296066252589
Twin Rivers,0,0,1,1,0,0,0,0,0,0,1,0,3,2891.0,74.79296066252589
Nightcap,0,0,0,2,0,0,0,0,0,0,1,0,3,2891.0,74.79296066252589
Niangala,0,0,0,0,1,0,0,0,0,2,0,0,3,2891.0,74.79296066252589
Wallarobba,0,0,0,0,0,0,0,0,0,0,3,0,3,2891.0,74.79296066252589
Billywillinga,0,0,0,0,0,0,2,0,0,1,0,0,3,2891.0,74.79296066252589
Bilgola Beach,0,0,0,0,0,0,1,0,2,0,0,0,3,2891.0,74.79296066252589
Buangla,0,0,2,1,0,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
The Marra,0,0,1,2,0,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Hassans Walls,1,0,1,1,0,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Hebden,0,0,0,0,0,0,1,2,0,0,0,0,3,2891.0,74.79296066252589
Llangothlin,0,0,0,0,0,1,1,0,0,1,0,0,3,2891.0,74.79296066252589
Little Plain,0,1,0,0,1,0,0,1,0,0,0,0,3,2891.0,74.79296066252589
Little Billabong,1,0,1,0,0,1,0,0,0,0,0,0,3,2891.0,74.79296066252589
Hillgrove (Wagga Wagga),1,0,0,0,0,1,0,0,1,0,0,0,3,2891.0,74.79296066252589
High Range,0,1,0,0,0,0,0,1,1,0,0,0,3,2891.0,74.79296066252589
Coila,0,0,0,0,0,0,1,0,0,2,0,0,3,2891.0,74.79296066252589
Toonumbar,0,1,0,0,0,0,0,0,0,2,0,0,3,2891.0,74.79296066252589
Cockwhy,2,0,0,0,1,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Big Jacks Creek,1,0,0,0,0,0,1,0,0,0,0,1,3,2891.0,74.79296066252589
Cobar Park,0,0,0,0,0,0,0,0,0,0,3,0,3,2891.0,74.79296066252589
Ellerslie (Snowy Valleys),1,0,0,0,0,1,0,0,1,0,0,0,3,2891.0,74.79296066252589
Nangus,0,0,0,0,0,0,0,0,1,0,2,0,3,2891.0,74.79296066252589
Mystery Bay,0,0,0,0,1,1,1,0,0,0,0,0,3,2891.0,74.79296066252589
Hickeys Creek,0,0,0,0,1,0,1,0,0,0,0,1,3,2891.0,74.79296066252589
Lindesay Creek,1,0,1,1,0,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Limeburners Creek (Port Macquarie-Hastings),0,0,0,0,0,1,2,0,0,0,0,0,3,2891.0,74.79296066252589
Red Hill (Tamworth Regional),0,0,0,1,0,0,0,0,0,0,0,2,3,2891.0,74.79296066252589
Woodlawn,0,0,1,0,0,0,2,0,0,0,0,0,3,2891.0,74.79296066252589
Backwater,0,0,0,0,0,1,0,0,0,0,1,1,3,2891.0,74.79296066252589
Back Creek (Queanbeyan-Palerang Regional),0,3,0,0,0,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Harolds Cross,0,0,0,0,0,0,1,0,1,0,0,1,3,2891.0,74.79296066252589
Talarm,0,0,1,0,1,1,0,0,0,0,0,0,3,2891.0,74.79296066252589
Calliope,2,0,0,0,1,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Caldwell,0,0,1,2,0,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Murringo,2,0,0,1,0,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Nowendoc,0,1,0,1,0,0,0,1,0,0,0,0,3,2891.0,74.79296066252589
Walcha Road,0,0,0,0,0,1,0,1,0,1,0,0,3,2891.0,74.79296066252589
Waitui,0,0,0,0,0,0,2,1,0,0,0,0,3,2891.0,74.79296066252589
Binna Burra,0,0,0,2,0,0,0,0,0,0,1,0,3,2891.0,74.79296066252589
Murrays Run,0,0,0,0,0,1,0,1,0,0,0,1,3,2891.0,74.79296066252589
Berry Mountain,0,3,0,0,0,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Berrilee,2,0,0,1,0,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Bindera,0,1,0,1,0,0,1,0,0,0,0,0,3,2891.0,74.79296066252589
Bulga Forest,0,0,0,0,1,0,0,0,2,0,0,0,3,2891.0,74.79296066252589
Hoskinstown,1,0,0,1,0,0,1,0,0,0,0,0,3,2891.0,74.79296066252589
Horse Station Creek,1,1,0,0,0,0,0,1,0,0,0,0,3,2891.0,74.79296066252589
Allynbrook,0,0,1,2,0,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Yarrabandai,0,0,0,0,0,0,0,1,2,0,0,0,3,2891.0,74.79296066252589
Bureen,0,1,0,0,1,0,0,0,0,0,0,1,3,2891.0,74.79296066252589
Bunnaloo,0,0,0,1,0,0,0,2,0,0,0,0,3,2891.0,74.79296066252589
Tewinga,0,0,0,1,0,0,2,0,0,0,0,0,3,2891.0,74.79296066252589
Myall Park,2,0,0,0,1,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Erigolia,2,0,0,0,0,0,0,0,0,1,0,0,3,2891.0,74.79296066252589
Curra Creek,0,0,0,0,0,2,1,0,0,0,0,0,3,2891.0,74.79296066252589
Curban,0,1,0,0,2,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Peacock Creek,1,0,0,0,0,0,1,1,0,0,0,0,3,2891.0,74.79296066252589
Camden Head,0,0,0,0,3,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Maimuru,0,2,0,0,0,0,0,0,0,0,0,1,3,2891.0,74.79296066252589
Wonboyn,0,0,0,0,0,1,0,1,1,0,0,0,3,2891.0,74.79296066252589
Lower Macdonald,0,0,0,0,0,0,0,1,1,0,0,1,3,2891.0,74.79296066252589
Mangoplah,1,0,0,2,0,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Manar,0,0,0,0,0,2,0,0,0,1,0,0,3,2891.0,74.79296066252589
Maitland Vale,0,0,0,2,0,0,0,0,1,0,0,0,3,2891.0,74.79296066252589
Gungalman,0,0,0,0,0,0,0,0,0,3,0,0,3,2891.0,74.79296066252589
Halloran,0,0,0,0,0,1,0,0,1,0,1,0,3,2891.0,74.79296066252589
Blackmans Flat,0,0,0,0,0,0,0,1,0,1,1,0,3,2891.0,74.79296066252589
Cleveland,1,0,0,0,0,1,0,0,0,1,0,0,3,2891.0,74.79296066252589
Munyabla,0,0,1,2,0,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Munderoo,0,0,0,0,1,0,0,0,0,0,2,0,3,2891.0,74.79296066252589
Mummulgum,0,1,0,0,0,0,0,0,1,0,1,0,3,2891.0,74.79296066252589
Toms Creek,1,0,0,0,0,0,0,0,1,0,1,0,3,2891.0,74.79296066252589
Coomba Bay,0,0,0,0,1,1,0,1,0,0,0,0,3,2891.0,74.79296066252589
Boorook,0,0,0,0,0,2,0,0,0,0,1,0,3,2891.0,74.79296066252589
Bouddi,0,0,0,0,1,0,0,2,0,0,0,0,3,2891.0,74.79296066252589
Gumbalie,0,0,0,0,1,0,0,0,2,0,0,0,3,2891.0,74.79296066252589
Gum Flat,0,0,0,1,0,0,0,0,0,1,0,1,3,2891.0,74.79296066252589
Guerilla Bay,0,0,1,0,0,0,0,1,1,0,0,0,3,2891.0,74.79296066252589
Arthurville,0,0,0,1,0,1,1,0,0,0,0,0,3,2891.0,74.79296066252589
Mount Murray,0,0,0,0,0,0,0,1,2,0,0,0,3,2891.0,74.79296066252589
Brocklesby,0,0,0,1,0,0,1,0,0,0,1,0,3,2891.0,74.79296066252589
Sassafras,0,0,0,0,0,0,0,0,0,0,0,3,3,2891.0,74.79296066252589
Tombong,0,0,0,2,0,1,0,0,0,0,0,0,3,2891.0,74.79296066252589
Wanganella,0,0,0,0,0,2,1,0,0,0,0,0,3,2891.0,74.79296066252589
Wallis Lake,0,1,0,0,1,0,0,0,0,0,0,1,3,2891.0,74.79296066252589
Craven,0,0,0,0,0,0,0,2,0,1,0,0,3,2891.0,74.79296066252589
Croppa Creek,0,0,0,1,0,1,0,0,1,0,0,0,3,2891.0,74.79296066252589
Crystal Creek,1,0,0,0,2,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Wrights Creek,0,0,0,0,0,3,0,0,0,0,0,0,3,2891.0,74.79296066252589
Wrights Beach,0,0,0,0,0,0,1,0,2,0,0,0,3,2891.0,74.79296066252589
Greigs Flat,0,0,0,0,0,0,0,0,0,0,0,3,3,2891.0,74.79296066252589
Bakers Creek (Mid-Coast),0,0,2,0,0,0,0,0,0,0,1,0,3,2891.0,74.79296066252589
Balickera,0,0,1,0,0,0,0,0,0,0,2,0,3,2891.0,74.79296066252589
Broughton Village,0,0,2,0,0,0,0,0,1,0,0,0,3,2891.0,74.79296066252589
Thirldene,0,1,0,1,1,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Theresa Creek,0,1,0,0,0,0,0,2,0,0,0,0,3,2891.0,74.79296066252589
Budawang,0,2,0,0,0,0,0,0,0,0,0,1,3,2891.0,74.79296066252589
Buckendoon,0,0,0,1,0,0,1,0,0,1,0,0,3,2891.0,74.79296066252589
Dangarsleigh,0,0,1,0,0,0,0,1,0,1,0,0,3,2891.0,74.79296066252589
Ulan,0,0,1,0,0,0,0,0,0,0,1,1,3,2891.0,74.79296066252589
Warraderry,0,2,0,0,0,1,0,0,0,0,0,0,3,2891.0,74.79296066252589
Mount Elliot,0,0,0,0,0,0,0,0,0,3,0,0,3,2891.0,74.79296066252589
Colo (Hawkesbury),1,0,0,0,0,0,0,1,0,0,1,0,3,2891.0,74.79296066252589
Collie,0,0,0,0,1,0,0,1,0,0,1,0,3,2891.0,74.79296066252589
Collendina,1,2,0,0,0,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Numinbah,2,0,0,0,0,0,0,0,0,0,1,0,3,2891.0,74.79296066252589
Dangar Island,0,0,0,0,0,2,0,1,0,0,0,0,3,2891.0,74.79296066252589
Greenlands (Snowy Monaro Regional),0,0,0,0,0,0,1,0,0,0,1,1,3,2891.0,74.79296066252589
Greenlands (Singleton),0,0,0,0,3,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Greta Main,0,1,0,0,1,0,0,1,0,0,0,0,3,2891.0,74.79296066252589
Congarinni,1,0,1,1,0,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Retreat,0,0,0,0,0,0,0,1,0,2,0,0,3,2891.0,74.79296066252589
Reids Flat,0,1,0,0,0,0,0,1,0,1,0,0,3,2891.0,74.79296066252589
Coolatai,1,0,0,1,0,1,0,0,0,0,0,0,3,2891.0,74.79296066252589
Coopers Shoot,0,0,0,1,0,0,0,1,1,0,0,0,3,2891.0,74.79296066252589
Coopers Gully,2,0,1,0,0,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Carabost,0,0,0,0,0,0,1,1,1,0,0,0,3,2891.0,74.79296066252589
Bendick Murrell,0,1,0,0,0,0,0,0,0,0,0,2,3,2891.0,74.79296066252589
Chatsbury,0,0,0,0,0,0,0,0,0,0,3,0,3,2891.0,74.79296066252589
Segenhoe,0,0,0,2,0,1,0,0,0,0,0,0,3,2891.0,74.79296066252589
Tipperary,0,3,0,0,0,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Caparra,0,0,0,0,0,3,0,0,0,0,0,0,3,2891.0,74.79296066252589
Stewarts River,0,1,1,0,0,0,1,0,0,0,0,0,3,2891.0,74.79296066252589
Stannum,0,0,0,1,1,0,0,0,0,0,0,1,3,2891.0,74.79296066252589
Stanborough,1,0,0,0,0,0,1,0,0,0,1,0,3,2891.0,74.79296066252589
Wirrimah,0,0,0,0,0,0,0,0,1,0,2,0,3,2891.0,74.79296066252589
Green Hills (Armidale Regional),0,0,0,0,0,0,0,0,1,0,1,1,3,2891.0,74.79296066252589
Green Gully,1,0,0,1,0,0,0,0,0,1,0,0,3,2891.0,74.79296066252589
Burrangong,0,1,1,0,0,0,1,0,0,0,0,0,3,2891.0,74.79296066252589
Bulliac,0,0,0,2,0,1,0,0,0,0,0,0,3,2891.0,74.79296066252589
Bullawa Creek,0,0,1,0,2,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Burragate,0,0,0,0,0,0,0,0,2,1,0,0,3,2891.0,74.79296066252589
Burraga,0,1,0,0,1,0,1,0,0,0,0,0,3,2891.0,74.79296066252589
Jeremadra,1,0,1,0,0,0,0,1,0,0,0,0,3,2891.0,74.79296066252589
Benolong,0,0,0,0,1,0,0,0,0,0,0,2,3,2891.0,74.79296066252589
Bendoura,0,0,0,0,1,1,0,0,0,0,1,0,3,2891.0,74.79296066252589
Bendolba,0,0,0,2,0,0,0,0,1,0,0,0,3,2891.0,74.79296066252589
Lavadia,0,0,0,1,1,0,0,1,0,0,0,0,3,2891.0,74.79296066252589
Larbert,0,0,0,0,0,0,2,1,0,0,0,0,3,2891.0,74.79296066252589
Ingebirah,0,0,0,1,0,1,0,0,0,0,1,0,3,2891.0,74.79296066252589
Cadia,1,0,0,0,0,0,0,1,1,0,0,0,3,2891.0,74.79296066252589
Brombin,0,0,2,0,0,0,0,0,0,1,0,0,3,2891.0,74.79296066252589
Forbes Creek,0,3,0,0,0,0,0,0,0,0,0,0,3,2891.0,74.79296066252589
Five Ways,1,1,0,0,0,0,0,0,0,0,0,1,3,2891.0,74.79296066252589
Moorilda,0,0,0,1,0,0,1,0,0,0,1,0,3,2891.0,74.79296066252589
Fishermans Bay,2,0,0,0,0,1,0,0,0,0,0,0,3,2891.0,74.79296066252589
Mount Arthur,0,1,0,1,0,0,0,0,0,0,0,1,3,2891.0,74.79296066252589
Wean,0,0,0,0,0,0,0,0,3,0,0,0,3,2891.0,74.79296066252589
Waterview,1,1,0,0,0,0,0,0,0,0,0,1,3,2891.0,74.79296066252589
Morton,1,0,0,0,0,0,0,1,1,0,0,0,3,2891.0,74.79296066252589
Goolmangar,1,0,1,0,0,1,0,0,0,0,0,0,3,2891.0,74.79296066252589
Gowrie (Tamworth Regional),0,1,1,0,0,0,0,1,0,0,0,0,3,2891.0,74.79296066252589
Gowrie (Singleton),0,0,0,0,0,0,0,0,1,0,2,0,3,2891.0,74.79296066252589
Wollar,0,1,0,0,0,0,0,0,0,0,1,1,3,2891.0,74.79296066252589
Upper Horton,0,1,0,0,0,1,0,0,0,0,1,0,3,2891.0,74.79296066252589
Upper Growee,0,1,0,0,0,0,0,0,0,1,1,0,3,2891.0,74.79296066252589
Upper Fine Flower,0,1,1,0,0,0,0,0,0,0,0,1,3,2891.0,74.79296066252589
Oxford Falls,0,1,1,0,0,0,1,0,0,0,0,0,3,2891.0,74.79296066252589
