Suburb,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,crime_12m,crime_rank,crime_risk_score
New Valley,0,0,0,0,0,1,0,0,0,0,0,0,1,3430.0,88.74223602484471
Newnes,0,0,0,1,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Newton Boyd,0,0,0,1,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Niemur,0,0,0,0,0,0,0,0,0,1,0,0,1,3430.0,88.74223602484471
Toorooka,0,0,1,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Toothdale,0,0,0,0,1,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Coldstream,0,0,0,0,1,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Nooroo,0,0,0,0,0,0,0,0,1,0,0,0,1,3430.0,88.74223602484471
Biniguy,0,0,0,0,0,1,0,0,0,0,0,0,1,3430.0,88.74223602484471
Birganbigil,0,0,1,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Birriwa,0,0,0,0,1,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Walang,0,0,0,0,0,0,0,0,0,1,0,0,1,3430.0,88.74223602484471
North Brother,0,0,1,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
North Yalgogrin,0,0,0,0,0,0,0,0,0,0,0,1,1,3430.0,88.74223602484471
Dyrring,1,0,0,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Norway,0,0,0,0,0,0,0,1,0,0,0,0,1,3430.0,88.74223602484471
Nullica,0,0,0,0,0,1,0,0,0,0,0,0,1,3430.0,88.74223602484471
Duroby,1,0,0,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Durras North,0,0,1,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Rocky Hall,0,0,0,0,0,0,0,0,0,0,0,1,1,3430.0,88.74223602484471
Rocky Plain,0,0,0,0,0,0,0,0,0,0,1,0,1,3430.0,88.74223602484471
Collerina,1,0,0,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Collins Creek,0,0,0,0,0,0,1,0,0,0,0,0,1,3430.0,88.74223602484471
Rookhurst,0,0,0,1,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Rose Valley (Snowy Monaro Regional),0,0,0,0,0,0,0,0,1,0,0,0,1,3430.0,88.74223602484471
Roseberg,0,0,0,0,0,0,0,0,0,0,0,1,1,3430.0,88.74223602484471
Nurenmerenmong,0,0,1,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Nyrang Creek,1,0,0,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Black Creek (Snowy Valleys),0,0,1,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Black Hollow,0,0,0,1,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Uriarra,0,0,0,0,0,1,0,0,0,0,0,0,1,3430.0,88.74223602484471
Dumaresq Island,0,0,0,0,0,0,1,0,0,0,0,0,1,3430.0,88.74223602484471
Dumaresq Valley,0,0,0,0,0,0,0,0,0,0,1,0,1,3430.0,88.74223602484471
Oakwood,0,0,0,0,0,0,0,0,0,0,1,0,1,3430.0,88.74223602484471
Old Adaminaby,0,0,0,0,0,0,0,0,0,1,0,0,1,3430.0,88.74223602484471
Drildool,0,0,0,0,0,0,0,1,0,0,0,0,1,3430.0,88.74223602484471
Dripstone,0,0,0,0,0,0,0,0,0,0,1,0,1,3430.0,88.74223602484471
Dry Creek,0,0,0,0,0,0,0,0,0,1,0,0,1,3430.0,88.74223602484471
Dry Plain,0,0,0,0,1,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Duckmaloi,0,0,0,0,0,0,0,1,0,0,0,0,1,3430.0,88.74223602484471
Combara,0,0,1,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Comerong Island,0,0,0,0,0,1,0,0,0,0,0,0,1,3430.0,88.74223602484471
Old Mill,0,0,1,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Osterley,0,0,0,0,0,0,0,1,0,0,0,0,1,3430.0,88.74223602484471
Dirnaseer,1,0,0,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Bland,0,0,0,1,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Upper Macdonald,0,0,0,0,0,0,0,0,0,0,1,0,1,3430.0,88.74223602484471
Upper Myall,0,0,0,0,0,0,0,0,0,0,0,1,1,3430.0,88.74223602484471
Upper Nile,0,0,0,0,0,0,0,0,0,0,1,0,1,3430.0,88.74223602484471
Upper Rouchel,0,0,0,0,0,0,0,0,1,0,0,0,1,3430.0,88.74223602484471
Upper Taylors Arm,0,0,0,0,0,0,0,1,0,0,0,0,1,3430.0,88.74223602484471
Dollys Flat,0,0,0,1,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Bowan Park,0,0,0,0,0,0,0,0,0,1,0,0,1,3430.0,88.74223602484471
Bowmans Creek,0,1,0,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Torryburn (Uralla),0,1,0,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Totnes Valley,0,0,0,0,0,0,0,0,0,1,0,0,1,3430.0,88.74223602484471
Cookardinia,0,0,0,0,0,1,0,0,0,0,0,0,1,3430.0,88.74223602484471
Dewitt,0,0,0,0,0,0,0,1,0,0,0,0,1,3430.0,88.74223602484471
Diamond Head,0,0,0,0,0,0,0,0,0,0,0,1,1,3430.0,88.74223602484471
Diggers Camp,1,0,0,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Dingo Forest,0,0,0,0,0,0,0,0,0,0,0,1,1,3430.0,88.74223602484471
Owens Gap,0,0,0,0,0,0,0,0,0,0,0,1,1,3430.0,88.74223602484471
Packsaddle,1,0,0,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Paddys Flat (Kyogle),1,0,0,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Upper Dartbrook,0,0,0,0,0,0,0,0,0,0,1,0,1,3430.0,88.74223602484471
Upper Eden Creek,0,0,0,1,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Blackville,0,0,0,0,0,0,0,1,0,0,0,0,1,3430.0,88.74223602484471
Blakebrook,0,0,0,0,1,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Deep Creek (Kyogle),0,0,0,0,0,0,0,1,0,0,0,0,1,3430.0,88.74223602484471
Depot Beach,0,0,0,0,0,1,0,0,0,0,0,0,1,3430.0,88.74223602484471
Pallal,0,0,0,0,0,0,0,0,1,0,0,0,1,3430.0,88.74223602484471
Coolringdon,0,0,0,1,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Reefton,0,0,0,0,1,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Reidsdale,0,0,0,0,0,0,0,1,0,0,0,0,1,3430.0,88.74223602484471
Palm Grove,0,0,0,0,0,0,0,0,0,0,0,1,1,3430.0,88.74223602484471
Dartbrook,0,0,0,0,1,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Daysdale,0,0,0,0,0,0,0,1,0,0,0,0,1,3430.0,88.74223602484471
Palmwoods,0,0,0,0,0,0,0,0,0,0,0,1,1,3430.0,88.74223602484471
Pangee,0,0,1,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Panuara,0,0,0,0,0,1,0,0,0,0,0,0,1,3430.0,88.74223602484471
Unumgar,0,0,0,0,0,0,0,1,0,0,0,0,1,3430.0,88.74223602484471
Darbalara,0,0,0,0,0,0,0,0,0,1,0,0,1,3430.0,88.74223602484471
Bottle Creek,1,0,0,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Bourbah,0,0,0,0,0,0,0,0,0,0,1,0,1,3430.0,88.74223602484471
Boorganna,0,0,0,0,1,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Pearces Creek,0,0,0,0,0,0,0,0,0,0,0,1,1,3430.0,88.74223602484471
Dairy Arm,1,0,0,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Piambong,0,0,1,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Curragh,0,0,0,1,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Bolaro,0,0,1,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Bocoble,0,0,0,0,0,0,0,0,0,0,1,0,1,3430.0,88.74223602484471
Bodangora,0,0,0,1,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Boeill Creek,0,1,0,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Pilot Wilderness,0,0,0,0,0,0,1,0,0,0,0,0,1,3430.0,88.74223602484471
Pindaroi,0,0,0,0,0,1,0,0,0,0,0,0,1,3430.0,88.74223602484471
Pine Grove,0,0,0,0,0,0,0,0,0,0,1,0,1,3430.0,88.74223602484471
Pine Ridge,0,0,0,1,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Cullenbone,0,0,0,0,0,0,1,0,0,0,0,0,1,3430.0,88.74223602484471
Corobimilla,0,0,0,0,0,0,0,0,0,0,1,0,1,3430.0,88.74223602484471
Rangari,0,0,0,0,0,0,1,0,0,0,0,0,1,3430.0,88.74223602484471
Coppabella,0,0,0,1,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Corang,0,0,0,0,0,1,0,0,0,0,0,0,1,3430.0,88.74223602484471
Turners Flat,0,1,0,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Turrawan,1,0,0,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Bombowlee Creek,0,0,1,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Two Mile Flat,0,0,0,0,0,0,0,0,0,1,0,0,1,3430.0,88.74223602484471
Cullerin,0,1,0,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Pine Valley,0,0,0,0,0,0,0,0,0,1,0,0,1,3430.0,88.74223602484471
Piney Range,1,0,0,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Pinkett,0,0,0,0,0,1,0,0,0,0,0,0,1,3430.0,88.74223602484471
Pipeclay,0,0,0,0,0,0,0,0,1,0,0,0,1,3430.0,88.74223602484471
Crudine,0,1,0,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Pomeroy,0,0,0,0,1,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Ponto,0,0,0,0,0,0,1,0,0,0,0,0,1,3430.0,88.74223602484471
Croobyar,0,0,0,0,0,0,0,0,0,0,1,0,1,3430.0,88.74223602484471
Crowdy Bay,1,0,0,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Coxs Creek,0,0,0,1,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Craigie,0,0,0,0,0,0,1,0,0,0,0,0,1,3430.0,88.74223602484471
Boolijah,0,0,0,1,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Boomanoomana,0,0,0,0,0,0,0,0,0,0,1,0,1,3430.0,88.74223602484471
Trungley Hall,0,0,0,0,0,0,0,0,0,0,0,1,1,3430.0,88.74223602484471
Tugrabakh,0,0,0,0,0,0,0,0,0,0,0,1,1,3430.0,88.74223602484471
Bookram,0,0,1,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Boomey,0,0,0,1,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Tumut Plains,0,0,0,0,0,1,0,0,0,0,0,0,1,3430.0,88.74223602484471
Crawford River,0,0,1,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Creel Bay,0,0,0,1,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Creewah,0,0,0,0,0,0,0,0,0,1,0,0,1,3430.0,88.74223602484471
Pucawan,0,0,0,0,0,0,1,0,0,0,0,0,1,3430.0,88.74223602484471
Pulletop,1,0,0,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Punchbowl (Clarence Valley),0,0,0,0,0,0,0,1,0,0,0,0,1,3430.0,88.74223602484471
Corrowong,0,0,0,0,0,1,0,0,0,0,0,0,1,3430.0,88.74223602484471
Cottonvale,1,0,0,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Countegany,0,0,0,0,0,0,0,0,0,0,0,1,1,3430.0,88.74223602484471
Pyramul,0,0,0,0,0,0,0,1,0,0,0,0,1,3430.0,88.74223602484471
Queens Pinch,0,0,0,0,0,1,0,0,0,0,0,0,1,3430.0,88.74223602484471
Zara,0,1,0,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Afterlee,0,1,0,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Kikiamah,0,0,0,1,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Keerrong,0,0,0,0,0,0,0,0,0,0,1,0,1,3430.0,88.74223602484471
Kangaroo Creek,0,0,0,0,0,0,0,0,1,0,0,0,1,3430.0,88.74223602484471
Keri Keri,0,0,0,0,0,0,0,0,0,0,0,1,1,3430.0,88.74223602484471
Kiah,0,0,1,0,0,0,0,0,0,0,0,0,1,3430.0,88.74223602484471
Kickabil,0,0,0,0,0,0,0,0,0,0,0,1,1,3430.0,88.74223602484471
Yarrowford,0,0,0,0,0,0,0,0,0,1,0,0,1,3430.0,88.74223602484471
Yuraygir,0,0,0,0,0,0,0,0,0,1,0,0,1,3430.0,88.74223602484471
Bungaba,0,2,0,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Yowrie,0,0,1,0,1,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Abercrombie River,0,0,0,0,0,0,0,1,1,0,0,0,2,3137.0,81.15942028985508
Kings Plains (Inverell),0,0,0,0,0,0,0,0,0,1,1,0,2,3137.0,81.15942028985508
Kingsland,2,0,0,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Joadja,0,0,0,0,1,0,0,0,1,0,0,0,2,3137.0,81.15942028985508
Primrose Valley,0,0,0,1,0,0,0,0,0,1,0,0,2,3137.0,81.15942028985508
Cow Flat,0,0,0,0,0,0,0,0,0,1,1,0,2,3137.0,81.15942028985508
Bungowannah,1,0,0,0,0,1,0,0,0,0,0,0,2,3137.0,81.15942028985508
Bunnan,0,0,0,1,1,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Burcher,0,0,0,0,1,0,0,0,1,0,0,0,2,3137.0,81.15942028985508
Burra Creek,0,0,0,0,0,0,0,0,0,1,1,0,2,3137.0,81.15942028985508
Koolkhan,0,0,0,0,0,0,0,0,0,0,2,0,2,3137.0,81.15942028985508
Alpine,1,0,0,0,1,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Budgewoi Peninsula,0,0,0,0,0,0,0,0,0,0,0,2,2,3137.0,81.15942028985508
Budgong,0,0,0,2,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Jacky Bulbin Flat,0,0,0,0,0,0,1,0,0,0,1,0,2,3137.0,81.15942028985508
Jellat Jellat,0,0,0,1,0,0,1,0,0,0,0,0,2,3137.0,81.15942028985508
Kunghur Creek,0,0,0,0,0,0,0,0,0,1,0,1,2,3137.0,81.15942028985508
Lacmalac,0,0,0,0,1,0,0,0,0,0,1,0,2,3137.0,81.15942028985508
Lade Vale,0,0,0,0,0,0,0,0,0,2,0,0,2,3137.0,81.15942028985508
Irvington,0,0,0,0,0,0,0,0,1,0,0,1,2,3137.0,81.15942028985508
Yadboro,0,0,0,0,0,0,1,1,0,0,0,0,2,3137.0,81.15942028985508
Apple Tree Flat,0,0,0,0,0,0,0,0,0,0,0,2,2,3137.0,81.15942028985508
Tuckurimba,1,0,0,0,1,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Book Book,2,0,0,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Rainbow Reach,0,1,0,0,0,0,0,1,0,0,0,0,2,3137.0,81.15942028985508
Corney Town,0,0,0,0,0,0,0,0,1,1,0,0,2,3137.0,81.15942028985508
Tullarwalla,0,1,0,0,0,0,0,0,0,1,0,0,2,3137.0,81.15942028985508
Illaroo,0,0,0,0,0,0,0,0,0,0,2,0,2,3137.0,81.15942028985508
Cabramurra,0,0,0,0,0,1,0,0,0,0,1,0,2,3137.0,81.15942028985508
Cairncross,2,0,0,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Taradale,0,0,0,0,1,1,0,0,0,0,0,0,2,3137.0,81.15942028985508
Tarana,0,0,1,0,0,0,1,0,0,0,0,0,2,3137.0,81.15942028985508
Larras Lee,0,0,0,0,0,0,0,1,0,0,0,1,2,3137.0,81.15942028985508
Hungerford,0,2,0,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Huntingdon,0,0,0,0,0,0,1,0,0,0,0,1,2,3137.0,81.15942028985508
Homeleigh,1,1,0,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Cudmirrah,0,0,0,0,0,0,0,0,2,0,0,0,2,3137.0,81.15942028985508
Port Stephens,0,0,0,0,0,0,0,0,0,0,0,2,2,3137.0,81.15942028985508
Crooble,0,0,0,0,0,0,0,2,0,0,0,0,2,3137.0,81.15942028985508
Crooked Corner,2,0,0,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Tubbul,0,0,0,0,0,0,0,1,1,0,0,0,2,3137.0,81.15942028985508
Tucki Tucki,0,0,0,0,1,0,0,0,0,0,1,0,2,3137.0,81.15942028985508
Wyanbene,0,0,0,0,0,1,0,0,0,0,1,0,2,3137.0,81.15942028985508
Argoon,1,0,0,0,0,0,0,1,0,0,0,0,2,3137.0,81.15942028985508
Hopkins Creek,0,0,0,0,0,2,0,0,0,0,0,0,2,3137.0,81.15942028985508
Lerida,0,0,0,0,0,0,0,0,0,2,0,0,2,3137.0,81.15942028985508
Lewinsbrook,0,0,1,0,0,0,0,0,0,0,1,0,2,3137.0,81.15942028985508
Lewis Ponds,0,0,0,1,0,0,1,0,0,0,0,0,2,3137.0,81.15942028985508
Leycester,0,1,1,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Holts Flat,0,0,0,0,0,0,0,2,0,0,0,0,2,3137.0,81.15942028985508
Tallwood,0,2,0,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
The Rocks (Bathurst Regional),0,2,0,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Booerie Creek,0,0,0,0,0,1,0,1,0,0,0,0,2,3137.0,81.15942028985508
Cumberland Reach,0,0,0,0,2,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Cundle Flat,0,1,0,0,0,0,0,0,0,0,0,1,2,3137.0,81.15942028985508
Pitt Town Bottoms,0,0,0,1,0,0,0,0,0,1,0,0,2,3137.0,81.15942028985508
Pleasant Hills,1,0,0,0,1,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Crowther,0,0,0,0,0,0,0,0,0,0,0,2,2,3137.0,81.15942028985508
Lilyvale,0,0,1,0,0,0,0,1,0,0,0,0,2,3137.0,81.15942028985508
Lionsville,1,0,0,1,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Little Back Creek,1,0,0,1,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Hernani,1,0,0,0,0,0,0,0,0,0,1,0,2,3137.0,81.15942028985508
Logie Brae,0,0,0,0,0,0,2,0,0,0,0,0,2,3137.0,81.15942028985508
Havilah,0,0,0,1,0,0,0,0,0,1,0,0,2,3137.0,81.15942028985508
Avisford,0,0,0,0,1,0,0,0,0,0,0,1,2,3137.0,81.15942028985508
Woodsreef,0,0,0,0,0,0,0,0,1,0,1,0,2,3137.0,81.15942028985508
Woolooma,0,1,0,0,0,0,0,0,1,0,0,0,2,3137.0,81.15942028985508
Long Point (Singleton),0,0,0,0,0,0,0,0,2,0,0,0,2,3137.0,81.15942028985508
Pine Lodge,0,1,0,0,0,0,0,0,1,0,0,0,2,3137.0,81.15942028985508
Rangers Valley,0,0,0,1,0,1,0,0,0,0,0,0,2,3137.0,81.15942028985508
Cooyal,0,0,1,0,0,0,0,1,0,0,0,0,2,3137.0,81.15942028985508
Copeland,1,0,0,0,0,0,1,0,0,0,0,0,2,3137.0,81.15942028985508
Copeton,0,1,0,0,0,0,0,0,0,1,0,0,2,3137.0,81.15942028985508
Lost River,0,0,1,0,0,0,0,0,0,1,0,0,2,3137.0,81.15942028985508
Louisa Creek,1,0,0,0,0,0,0,0,0,0,0,1,2,3137.0,81.15942028985508
Sweetmans Creek,0,0,0,0,1,0,0,0,0,0,0,1,2,3137.0,81.15942028985508
Tabbita,0,0,0,0,1,0,0,0,0,0,0,1,2,3137.0,81.15942028985508
Back Creek (Tweed),0,0,0,1,0,0,1,0,0,0,0,0,2,3137.0,81.15942028985508
Back Forest,0,0,1,0,0,0,0,0,0,0,0,1,2,3137.0,81.15942028985508
Woodburn (Shoalhaven),0,0,0,0,0,0,0,1,0,0,1,0,2,3137.0,81.15942028985508
Woodlands (Eurobodalla),0,1,0,0,0,1,0,0,0,0,0,0,2,3137.0,81.15942028985508
Atholwood,0,0,0,0,1,0,0,0,0,0,1,0,2,3137.0,81.15942028985508
Hartley Vale,0,1,0,0,0,0,1,0,0,0,0,0,2,3137.0,81.15942028985508
Hartwood,1,0,0,0,0,0,0,0,0,0,0,1,2,3137.0,81.15942028985508
Hartys Plains,0,0,0,2,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Lower Boro,0,0,0,0,0,0,0,1,1,0,0,0,2,3137.0,81.15942028985508
Currowan,0,1,0,0,0,0,0,0,1,0,0,0,2,3137.0,81.15942028985508
Dairy Flat,1,0,1,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Dalmorton,1,0,0,0,1,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Uarbry,0,0,0,0,0,1,0,0,0,0,1,0,2,3137.0,81.15942028985508
Curramore,0,0,0,1,0,0,0,0,0,1,0,0,2,3137.0,81.15942028985508
Lynwood,0,0,0,0,1,1,0,0,0,0,0,0,2,3137.0,81.15942028985508
Bald Blair,0,0,0,1,0,1,0,0,0,0,0,0,2,3137.0,81.15942028985508
Bald Hills,0,0,1,0,0,0,0,0,1,0,0,0,2,3137.0,81.15942028985508
Wombeyan Caves,0,1,0,0,0,1,0,0,0,0,0,0,2,3137.0,81.15942028985508
Sugarloaf,0,0,1,0,0,0,0,0,1,0,0,0,2,3137.0,81.15942028985508
Summer Island,2,0,0,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Gurnang,0,0,0,0,0,1,0,0,1,0,0,0,2,3137.0,81.15942028985508
Mallowa,0,1,0,0,0,0,0,0,0,0,0,1,2,3137.0,81.15942028985508
Grosses Plain,0,0,0,0,1,0,0,0,1,0,0,0,2,3137.0,81.15942028985508
Mannus,0,0,0,0,0,2,0,0,0,0,0,0,2,3137.0,81.15942028985508
Dark Corner,0,0,0,0,0,0,0,0,0,0,0,2,2,3137.0,81.15942028985508
Darkes Forest,0,0,0,0,0,0,0,0,0,2,0,0,2,3137.0,81.15942028985508
Parraweena,0,0,0,0,0,0,1,0,1,0,0,0,2,3137.0,81.15942028985508
Redlands,0,0,0,0,0,0,0,1,0,0,0,1,2,3137.0,81.15942028985508
Botobolar,0,0,0,1,0,1,0,0,0,0,0,0,2,3137.0,81.15942028985508
Boonoo Boonoo,0,0,0,0,0,0,0,1,0,1,0,0,2,3137.0,81.15942028985508
Reedy Creek,1,0,1,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Manobalai,0,0,0,0,0,0,0,0,0,2,0,0,2,3137.0,81.15942028985508
Marchmont,0,0,1,1,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Brownlow Hill,0,1,0,0,0,0,0,0,1,0,0,0,2,3137.0,81.15942028985508
Cangai,0,0,1,0,0,0,0,0,0,0,1,0,2,3137.0,81.15942028985508
Ballalaba,0,0,0,0,0,0,0,0,0,0,2,0,2,3137.0,81.15942028985508
Ballengarra,2,0,0,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Greenwich Park,1,0,1,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Grevillia,1,0,1,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Greengrove,1,0,0,0,1,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Dalwood (Singleton),0,0,1,0,1,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Dandaloo,0,0,0,0,0,2,0,0,0,0,0,0,2,3137.0,81.15942028985508
Dandry,0,1,0,0,0,0,0,1,0,0,0,0,2,3137.0,81.15942028985508
Ulamambri,0,1,0,0,0,0,0,0,0,0,1,0,2,3137.0,81.15942028985508
Underbank,0,0,0,0,1,0,1,0,0,0,0,0,2,3137.0,81.15942028985508
Undercliffe,0,0,2,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Boambolo,0,1,0,0,0,0,0,0,0,0,1,0,2,3137.0,81.15942028985508
Bobadah,0,0,0,0,0,0,0,0,0,0,2,0,2,3137.0,81.15942028985508
Dargan,0,0,0,0,0,0,1,0,0,0,0,1,2,3137.0,81.15942028985508
Maules Creek,0,0,0,0,0,0,0,2,0,0,0,0,2,3137.0,81.15942028985508
Stanhope,0,0,0,0,0,1,0,0,0,0,0,1,2,3137.0,81.15942028985508
State Mine Gully,0,1,0,1,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Stockyard Creek,0,1,1,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Stonequarry,0,1,0,0,0,0,0,0,0,0,1,0,2,3137.0,81.15942028985508
Rennie,0,0,0,0,1,0,0,0,0,1,0,0,2,3137.0,81.15942028985508
Palmvale,0,0,0,0,1,0,0,0,0,0,0,1,2,3137.0,81.15942028985508
Green Cape,0,0,0,0,1,1,0,0,0,0,0,0,2,3137.0,81.15942028985508
Green Creek,0,0,0,0,0,0,2,0,0,0,0,0,2,3137.0,81.15942028985508
Gouldsville,0,0,0,0,0,0,0,0,0,2,0,0,2,3137.0,81.15942028985508
Wirragulla,0,0,0,0,0,2,0,0,0,0,0,0,2,3137.0,81.15942028985508
Wirrinya,1,0,0,0,0,0,0,0,0,0,0,1,2,3137.0,81.15942028985508
Wollangambe,1,0,0,0,0,1,0,0,0,0,0,0,2,3137.0,81.15942028985508
Gowan,0,0,0,0,0,2,0,0,0,0,0,0,2,3137.0,81.15942028985508
Grahamstown,0,0,0,0,0,0,0,0,0,1,1,0,2,3137.0,81.15942028985508
Goonumbla,0,0,0,0,0,0,0,0,0,0,1,1,2,3137.0,81.15942028985508
Brucedale,0,0,1,0,0,0,0,0,0,0,1,0,2,3137.0,81.15942028985508
Brungle,0,0,0,0,0,0,0,0,0,1,1,0,2,3137.0,81.15942028985508
Brooman,0,0,0,0,0,0,0,0,0,1,0,1,2,3137.0,81.15942028985508
Broughton,0,0,0,0,0,0,1,0,0,0,1,0,2,3137.0,81.15942028985508
Dhulura,0,2,0,0,0,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Oxley (Balranald),0,0,0,0,0,1,0,0,0,0,1,0,2,3137.0,81.15942028985508
Oyster Cove,0,0,0,1,0,0,0,0,1,0,0,0,2,3137.0,81.15942028985508
Coongbar,0,0,0,0,2,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
Mellong,0,0,1,0,0,0,0,1,0,0,0,0,2,3137.0,81.15942028985508
Gollan,0,0,0,1,0,0,0,0,0,1,0,0,2,3137.0,81.15942028985508
Golspie,0,0,0,0,2,0,0,0,0,0,0,0,2,3137.0,81.15942028985508
