Suburb,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025
Paynes Crossing,0,0,0,0,4,0,0,0,2,0,0,0
Paytens Bridge,1,3,0,0,2,0,0,3,0,1,0,1
Peacock Creek,1,0,0,0,0,0,1,1,0,0,0,0
Peak Hill,6,12,8,6,14,7,12,5,5,11,9,9
Peak View,0,0,1,1,2,0,3,0,0,0,0,0
Peakhurst,35,41,49,33,42,34,66,45,51,29,46,39
Peakhurst Heights,2,2,3,2,6,1,4,0,2,5,2,7
Pearces Creek,0,0,0,0,0,0,0,0,0,0,0,1
Pearl Beach,6,0,0,1,2,1,0,0,3,0,2,0
Peats Ridge,0,2,0,0,0,1,1,5,3,1,0,1
Pebbly Beach,0,0,0,0,0,0,0,0,0,0,0,0
Peel,0,3,4,1,0,3,0,1,0,0,3,0
Peelwood,0,0,0,0,0,0,0,0,0,0,0,0
Pejar,6,1,1,0,0,0,0,0,0,0,0,0
Pelaw Main,9,13,4,3,4,6,7,1,3,10,7,7
Pelican,2,3,3,5,13,14,12,1,7,7,6,1
Pelton,0,0,0,0,1,1,0,2,0,1,1,1
Pembrooke,0,1,0,2,1,1,0,0,0,0,0,0
Pemulwuy,16,22,15,8,13,22,22,22,19,7,28,34
Pendle Hill,48,75,28,45,34,38,58,39,48,39,58,44
Pennant Hills,14,7,9,14,9,11,14,15,18,14,17,9
Penrith,783,874,811,734,648,782,662,498,589,661,625,509
Penrose,2,1,0,3,1,1,1,0,6,1,1,0
Penshurst,22,25,30,21,30,30,29,43,40,32,24,27
Pericoe,0,0,0,0,0,0,0,0,0,0,0,0
Perisher Valley,6,6,2,0,0,0,0,0,0,0,0,0
Perrys Crossing,0,0,0,0,0,0,0,0,0,0,0,0
Perthville,0,0,1,0,2,0,5,2,1,6,2,1
Petersham,34,50,51,37,40,43,35,33,35,32,41,56
Pheasants Nest,3,0,2,0,0,2,3,4,1,5,9,4
Phegans Bay,0,0,1,0,2,0,1,0,1,0,0,4
Phillip Bay,7,2,5,3,0,11,8,4,10,6,2,2
Phoenix Park,1,0,0,1,0,0,0,0,1,0,4,0
Piallamore,1,0,5,0,0,0,1,0,0,0,0,1
Piallaway,0,2,0,1,1,0,1,0,2,0,0,0
Piambong,0,0,1,0,0,0,0,0,0,0,0,0
Picketts Valley,1,0,0,1,0,2,1,1,2,0,1,1
Picnic Point,11,15,23,15,20,24,8,11,20,10,9,8
Picton,25,16,21,9,23,16,27,8,15,32,15,25
Pigeonbah,0,0,0,0,0,0,0,0,0,0,0,0
Piggabeen,2,2,1,2,0,1,6,1,3,0,0,0
Pikapene,0,0,0,0,0,0,0,0,0,0,0,0
Pillar Valley,4,5,6,2,3,1,5,2,2,0,1,10
Pilliga,1,4,2,2,2,0,1,2,2,8,3,7
Pilot Wilderness,0,0,0,0,0,0,1,0,0,0,0,0
Pimlico,1,0,0,0,1,1,5,1,3,4,8,2
Pimlico Island,0,0,0,0,0,0,0,0,0,0,0,0
Pinbeyan,0,0,0,0,0,0,0,0,0,0,0,0
Pindaroi,0,0,0,0,0,1,0,0,0,0,0,0
Pindimar,1,1,0,1,7,5,2,3,0,6,2,3
Pine Camp,0,0,0,0,0,0,0,0,0,0,0,0
Pine Clump,0,0,0,0,0,0,0,0,0,0,0,0
Pine Grove,0,0,0,0,0,0,0,0,0,0,1,0
Pine Lodge,0,1,0,0,0,0,0,0,1,0,0,0
Pine Ridge,0,0,0,1,0,0,0,0,0,0,0,0
Pine Valley,0,0,0,0,0,0,0,0,0,1,0,0
Piney Range,1,0,0,0,0,0,0,0,0,0,0,0
Pinkett,0,0,0,0,0,1,0,0,0,0,0,0
Pinnacle,0,0,0,0,0,0,0,0,0,0,0,0
Pinnacle Swamp,0,0,0,0,0,0,0,0,0,0,0,0
Pinny Beach,1,0,0,0,1,0,1,2,4,6,0,2
Piora,0,1,0,0,0,0,1,0,0,1,0,1
Pipeclay,0,0,0,0,0,0,0,0,1,0,0,0
Pitnacree,0,0,0,0,0,0,1,0,1,7,1,0
Pitt Town,7,8,3,5,12,9,4,16,7,9,5,1
Pitt Town Bottoms,0,0,0,1,0,0,0,0,0,1,0,0
Pleasant Hills,1,0,0,0,1,0,0,0,0,0,0,0
Pleasure Point,0,0,0,2,0,0,0,0,1,1,1,1
Plumpton,26,66,30,47,52,46,35,43,54,43,40,57
Point Clare,6,21,10,8,10,9,23,8,16,12,8,10
Point Frederick,13,8,2,10,11,9,22,10,15,12,8,15
Point Piper,4,10,6,3,4,6,13,2,2,2,9,3
Point Wolstoncroft,1,3,0,0,0,0,0,0,0,0,0,0
Pointer Mountain,0,0,0,0,0,0,0,0,1,2,1,0
Pokolbin,7,7,14,20,18,9,14,7,7,14,4,10
Pola Creek,1,0,0,1,0,2,0,0,1,0,1,0
Polo Flat,1,0,0,2,0,2,0,0,0,0,0,0
Pomeroy,0,0,0,0,1,0,0,0,0,0,0,0
Pomona,0,0,1,0,0,0,0,0,2,2,0,0
Ponto,0,0,0,0,0,0,1,0,0,0,0,0
Pooncarie,1,0,4,0,1,0,0,0,1,0,0,0
Port Botany,0,2,0,1,5,0,1,2,0,2,1,0
Port Hacking,1,1,1,0,7,2,0,0,2,0,6,5
Port Kembla,74,75,110,88,87,65,79,54,92,102,93,63
Port Macquarie,293,320,338,384,420,450,425,307,426,318,302,307
Port Stephens,0,0,0,0,0,0,0,0,0,0,0,2
Porters Creek,0,0,0,0,0,0,0,0,0,0,0,0
Porters Retreat,0,0,0,1,2,0,0,0,0,0,3,1
Portland,17,7,18,7,14,14,24,12,16,29,16,8
Possum Brush,1,2,0,0,4,0,5,0,2,0,0,2
Possum Creek,2,1,1,0,0,0,1,2,0,0,0,0
Potato Point,2,0,0,0,1,0,0,0,0,2,0,0
Pottery Estate,2,2,1,0,0,1,4,1,1,2,2,2
Potts Hill,1,2,4,0,5,1,0,2,2,1,3,3
Potts Point,249,208,200,219,196,230,211,147,158,231,185,194
Pottsville,11,19,16,9,22,30,9,12,14,19,10,16
Prairiewood,8,18,20,11,20,15,22,21,26,14,16,17
Premer,0,3,8,0,0,0,2,0,2,2,0,0
Prestons,53,73,65,57,47,56,58,35,57,39,48,47
Pretty Beach (Central Coast),2,1,0,0,0,2,0,0,1,1,1,0
Pretty Beach (Shoalhaven),0,0,0,0,0,0,0,0,0,0,0,0
Pretty Pine,0,0,0,0,0,2,0,0,2,6,0,0
Primbee,9,8,11,8,13,5,9,14,6,5,9,4
Primrose Valley,0,0,0,1,0,0,0,0,0,1,0,0
Prospect,30,23,23,20,16,19,15,22,24,16,24,16
Providence Portal,0,0,1,0,0,0,2,1,0,1,0,0
Pucawan,0,0,0,0,0,0,1,0,0,0,0,0
Puddledock,0,0,0,0,0,0,0,0,0,0,0,0
Pulganbar,0,0,0,0,0,0,0,0,0,0,0,0
Pullabooka,0,0,0,0,0,0,0,0,0,0,0,0
Pulletop,1,0,0,0,0,0,0,0,0,0,0,0
Pumpenbil,0,0,3,2,1,1,0,2,0,0,0,0
Punchbowl (Canterbury-Bankstown),96,94,105,82,90,97,109,92,111,98,90,100
Punchbowl (Clarence Valley),0,0,0,0,0,0,0,1,0,0,0,0
Purfleet,1,6,0,2,5,4,5,0,0,1,6,1
Purlewaugh,1,0,0,0,0,0,0,0,5,0,0,0
Putney,11,11,14,17,15,10,14,16,19,10,7,12
Putta Bucca,0,1,1,1,1,1,0,1,1,0,0,1
Putty,0,1,1,3,0,0,2,0,1,0,1,1
Pyangle,0,0,0,0,0,0,0,0,0,0,0,0
Pymble,19,26,17,26,19,24,28,10,16,22,11,22
Pyramul,0,0,0,0,0,0,0,1,0,0,0,0
Pyree,2,0,0,1,1,0,1,4,1,1,1,0
Pyrmont,109,111,113,91,104,142,110,104,85,106,106,103
Quaama,1,1,0,0,4,3,1,1,0,1,0,0
Quakers Hill,69,70,72,74,91,102,79,63,100,80,48,53
Quambone,0,0,0,1,0,2,0,1,0,1,0,0
Quanda,0,0,0,0,0,0,0,0,0,0,0,0
Quandary,0,0,0,0,0,0,0,0,0,0,0,0
Quandialla,0,1,0,0,5,0,0,0,0,0,1,0
Queanbeyan,97,128,60,104,101,78,88,122,150,133,130,99
Queanbeyan East,26,21,21,20,7,19,16,23,31,30,28,30
Queanbeyan West,16,22,17,14,12,21,14,11,25,18,6,21
Queens Park,15,13,15,13,10,14,7,11,5,9,6,25
Queens Pinch,0,0,0,0,0,1,0,0,0,0,0,0
Queenscliff,2,1,12,10,3,4,4,5,2,8,5,5
Quialigo,2,2,2,0,0,1,2,0,0,0,0,0
Quidong,1,0,1,0,0,0,2,0,0,0,0,0
Quiera,0,0,0,0,0,0,0,0,0,0,0,0
Quipolly,0,0,0,0,0,1,0,0,9,0,0,1
Quirindi,11,18,14,13,35,25,22,19,29,7,20,12
Quorrobolong,1,6,5,0,0,3,4,2,3,1,3,3
Raby,7,15,22,19,28,8,15,20,11,12,12,13
Raglan,3,3,3,7,2,2,1,0,1,2,4,3
Rainbow Flat,2,0,1,2,1,5,3,5,1,2,0,1
Rainbow Reach,0,1,0,0,0,0,0,1,0,0,0,0
Raleigh,7,2,3,4,2,5,5,6,4,5,2,1
Ramornie,1,0,0,1,1,0,0,0,0,0,0,1
Ramsgate,3,2,3,3,6,5,5,1,3,4,7,4
Ramsgate Beach,8,0,8,0,14,11,10,1,4,3,7,3
Rand,0,1,0,2,0,0,1,0,4,1,1,1
Randwick,82,89,86,113,103,103,112,96,121,108,121,86
Rangari,0,0,0,0,0,0,1,0,0,0,0,0
Rangers Valley,0,0,0,1,0,1,0,0,0,0,0,0
Rankin Park,5,5,2,8,6,7,4,2,11,0,1,14
Rankins Springs,1,1,1,5,1,2,0,0,2,0,1,1
Rannock,0,0,0,0,0,0,0,0,0,0,0,0
Rappville,2,0,6,1,1,0,0,1,0,0,2,0
Rathmines,9,9,12,8,23,14,7,11,12,5,5,3
Ravensdale,0,0,0,0,0,0,5,0,1,0,0,0
Ravenswood,8,6,10,6,12,8,12,16,8,3,8,5
Ravensworth,0,0,0,1,7,0,0,0,1,0,0,0
Rawdon Island,0,0,0,0,0,0,2,1,2,1,0,1
Rawdon Vale,0,0,0,0,0,0,0,0,0,0,0,0
Raworth,3,7,0,0,3,11,7,6,5,1,7,4
Rawsonville,0,0,0,0,1,0,2,0,0,0,0,1
Raymond Terrace,191,192,163,184,168,207,156,140,159,154,142,149
Razorback,0,3,2,4,4,0,0,3,8,3,1,1
Red Head,1,0,0,1,0,0,4,2,0,1,0,1
Red Hill (Snowy Valleys),0,0,0,0,0,0,0,0,0,0,0,0
Red Hill (Tamworth Regional),0,0,0,1,0,0,0,0,0,0,0,2
Red Hill (Warren),0,0,0,0,0,0,0,0,0,0,0,0
Red Range,0,3,0,2,0,0,0,0,0,0,3,0
Red Rock,2,0,0,0,2,1,6,1,1,5,2,1
Red Rocks,0,0,0,0,0,0,0,0,0,0,0,0
Redbank,0,0,0,0,0,0,0,0,2,0,0,2
Redbournberry,0,3,0,0,0,0,0,0,1,1,0,0
Reddestone,0,0,0,0,0,1,0,0,0,2,0,2
Redfern,305,361,289,346,324,321,278,310,335,276,302,247
Redhead,9,13,16,10,17,15,10,14,7,7,11,7
Redlands,0,0,0,0,0,0,0,1,0,0,0,1
Reedy Creek,1,0,1,0,0,0,0,0,0,0,0,0
Reedy Swamp,0,0,0,0,0,0,0,0,0,0,0,0
Reefton,0,0,0,0,1,0,0,0,0,0,0,0
Regents Park,20,25,16,30,30,22,39,21,7,35,20,18
Regentville,13,13,1,9,2,6,6,1,4,5,0,8
Reids Flat,0,1,0,0,0,0,0,1,0,1,0,0
Reidsdale,0,0,0,0,0,0,0,1,0,0,0,0
Rennie,0,0,0,0,1,0,0,0,0,1,0,0
Reno,0,0,0,0,0,0,0,0,0,0,0,0
Renwick,3,4,0,1,1,3,2,1,2,0,1,0
Repentance Creek,0,1,3,0,0,2,0,0,0,1,1,0
Repton,0,0,1,2,1,0,1,2,1,1,0,2
Reserve Creek,0,0,1,0,0,2,2,0,1,0,0,0
Retreat,0,0,0,0,0,0,0,1,0,2,0,0
Revesby,109,112,87,114,125,106,89,117,112,65,79,73
Revesby Heights,6,8,2,6,7,6,1,5,5,1,2,7
Rhine Falls,0,0,0,0,0,0,0,0,0,0,0,0
Rhodes,40,40,29,54,44,40,53,49,49,85,42,34
Richards,0,0,2,2,1,1,3,1,1,1,0,3
Richlands,0,0,0,0,0,0,0,0,0,0,0,0
Richmond,43,53,59,77,66,59,30,47,52,34,41,28
Richmond Hill,0,0,6,1,2,2,2,0,0,0,1,8
Richmond Lowlands,0,0,0,1,0,2,0,0,0,0,0,0
Richmond Vale,4,2,1,4,1,3,3,5,2,2,3,0
Rileys Hill,0,2,0,0,0,1,0,0,1,0,0,0
Ringwood,0,0,0,0,0,0,0,0,0,0,0,0
Riverlea,0,0,2,0,0,0,0,0,0,0,0,0
Riverside,2,1,2,4,1,0,0,1,0,1,2,0
Riverstone,56,94,106,78,72,88,64,61,95,56,67,77
Rivertree,1,0,1,0,0,0,0,0,0,0,0,0
Riverview,2,3,9,3,3,3,3,6,2,1,4,1
Riverwood,131,170,116,118,110,118,145,157,155,160,168,156
Rixs Creek,2,0,0,0,0,0,0,0,0,0,0,1
Rob Roy,1,0,1,0,0,0,0,0,0,0,0,0
Robertson,4,8,4,4,8,7,4,6,4,4,4,8
Robin Hill,2,4,3,9,2,8,5,6,3,3,1,4
Rock Flat,1,0,0,0,0,0,0,1,0,0,0,0
Rock Forest,0,0,1,3,2,0,1,0,0,0,0,1
Rock Valley,1,0,0,0,1,0,0,2,0,0,0,2
Rockdale,51,74,78,80,72,76,85,87,80,83,92,88
Rockley,0,2,1,4,0,0,0,0,0,0,1,3
Rockley Mount,0,0,0,0,0,1,0,1,0,0,0,0
Rockton,0,0,0,0,0,0,0,0,0,0,0,0
Rocky Creek (Gwydir),0,0,0,0,0,0,0,0,0,0,0,0
Rocky Creek (Inverell),0,0,0,0,0,0,0,0,0,1,1,0
Rocky Glen,0,0,0,0,0,1,1,0,0,0,0,0
Rocky Hall,0,0,0,0,0,0,0,0,0,0,0,1
Rocky Plain,0,0,0,0,0,0,0,0,0,0,1,0
Rocky Point,0,0,0,1,1,0,0,0,0,0,0,5
Rocky River (Tenterfield),1,0,0,0,4,0,0,0,0,0,0,1
Rocky River (Uralla),4,0,1,0,0,0,1,0,5,1,2,0
Rodd Point,6,3,1,3,1,7,12,4,5,5,4,3
Rollands Plains,1,0,2,0,1,0,0,2,0,0,1,1
Rookhurst,0,0,0,1,0,0,0,0,0,0,0,0
Rookwood,0,7,0,0,2,6,0,0,2,2,0,2
Rooty Hill,69,95,75,62,91,76,55,69,55,77,65,65
Ropes Crossing,27,18,32,17,19,18,19,19,23,26,23,36
Rose Bay,22,25,35,15,23,33,29,29,14,27,33,24
Rose Valley (Kiama),0,1,0,1,0,0,0,0,0,0,0,0
Rose Valley (Snowy Monaro Regional),0,0,0,0,0,0,0,0,1,0,0,0
Rosebank,0,0,0,1,0,1,1,0,0,0,0,1
Roseberg,0,0,0,0,0,0,0,0,0,0,0,1
Roseberry,0,0,0,0,0,0,0,0,0,0,0,0
Roseberry Creek,0,0,0,0,0,1,4,1,0,0,0,0
Rosebery,70,57,53,65,60,79,67,50,66,49,63,49
Rosebrook,0,1,0,0,0,0,0,0,0,0,1,0
Rosedale,1,0,2,0,2,0,0,0,2,1,0,0
Rosehill,22,12,16,19,37,14,30,12,32,20,22,12
Roselands,57,32,29,46,27,40,45,39,66,34,47,49
Rosemeadow,30,39,36,21,46,30,37,46,45,29,43,49
Rosemeath,0,0,0,0,0,0,0,0,0,0,0,0
Roseville,20,24,14,20,11,10,12,11,20,22,13,21
Roseville Chase,2,3,0,3,4,0,2,0,2,2,1,3
Rosewood (Port Macquarie-Hastings),0,0,0,0,0,0,0,0,1,0,0,0
Rosewood (Snowy Valleys),0,2,0,3,2,1,3,2,4,1,0,0
Roslyn,0,0,0,0,0,0,0,0,0,0,0,0
Rossglen,0,0,0,0,0,0,1,1,0,0,2,0
Rossgole,0,0,0,0,0,0,1,0,0,0,0,1
Rossi,0,0,0,0,0,0,0,0,1,0,0,0
Rossmore,11,10,20,12,12,11,9,5,11,6,11,9
Rothbury,0,0,3,2,0,0,2,1,1,0,0,0
Roto,0,0,0,0,0,0,0,2,0,0,0,0
Rouchel,0,0,0,0,0,2,0,0,0,0,0,0
Rouchel Brook,0,0,0,0,0,0,0,0,0,0,0,0
Roughit,0,0,1,0,0,1,0,3,0,1,0,0
Round Mountain,0,1,1,1,0,4,0,0,0,0,1,0
Round Swamp,0,0,0,0,0,0,0,1,0,0,0,0
Rous,1,0,0,2,0,1,1,0,0,0,0,0
Rous Mill,0,0,0,1,0,0,1,0,0,0,0,0
Rouse Hill,109,125,97,96,105,101,79,73,73,79,85,78
Rowan,0,0,0,0,0,1,1,0,2,0,0,3
Rowena,0,0,0,1,0,0,0,0,0,0,0,0
Rowlands Creek,3,2,0,1,0,0,2,1,0,0,0,0
Royal National Park,7,5,9,5,11,7,8,7,4,5,2,4
Royalla,4,8,3,4,1,3,1,5,2,0,6,2
Rozelle,37,43,35,28,52,32,36,41,31,49,38,37
Ruby Creek,0,0,0,0,0,0,0,0,0,0,0,0
Rufus,0,0,0,0,1,0,0,0,0,0,0,1
Rugby,0,0,0,0,1,0,0,0,0,0,0,1
Rukenvale,0,0,0,0,0,1,0,0,0,0,0,0
Run-o-Waters,0,1,0,1,1,1,0,1,1,0,0,0
Running Stream,2,0,1,0,2,0,0,0,3,0,0,0
Runnyford,0,1,0,0,0,0,0,0,0,0,0,0
Ruse,12,22,19,11,12,33,18,20,20,16,17,13
Rushcutters Bay,9,14,14,15,12,14,8,4,5,6,6,11
Rushes Creek,4,0,0,0,0,1,0,0,0,0,0,1
Rushforth,0,0,0,1,0,0,1,0,0,0,0,0
Russell Lea,6,4,4,6,7,15,16,6,6,8,11,7
Russell Vale,6,5,7,10,5,15,8,8,6,4,0,9
Rutherford,135,126,117,91,123,146,118,107,119,84,90,117
Ruthven,0,1,0,0,0,3,1,2,0,0,0,0
Ryan,0,0,0,0,0,0,0,0,0,0,0,0
Rydal,1,1,0,1,0,1,1,1,0,0,0,0
Rydalmere,37,14,35,27,26,29,41,24,43,35,28,22
Ryde,107,123,105,148,97,86,117,102,131,89,85,94
Rye Park,0,0,1,5,1,0,0,3,3,10,5,0
Ryhope,0,1,1,1,2,0,0,1,1,0,1,0
Rylstone,9,6,1,8,3,4,1,3,9,3,8,1
Sackville,1,0,0,1,2,0,2,1,0,0,3,0
Sackville North,0,0,0,0,0,4,3,4,1,0,1,8
Saddleback Mountain,0,0,0,1,0,0,0,0,0,0,0,1
Sadleir,12,24,21,29,20,12,27,9,8,17,28,27
Safety Beach,4,2,8,0,1,1,4,1,2,0,1,3
Salamander Bay,31,24,23,25,51,36,34,42,30,25,15,15
Salisbury,0,0,1,3,0,0,1,0,0,0,0,0
Salisbury Plains,0,0,1,0,0,0,0,0,1,0,0,0
Sallys Flat,0,0,0,0,0,0,0,0,0,0,0,0
Salt Ash,11,2,12,9,8,7,5,12,11,7,4,3
Saltwater,0,0,0,0,0,0,0,0,0,0,0,0
San Isidore,1,0,1,1,0,0,2,0,2,0,0,0
San Remo,27,44,49,20,23,34,26,34,60,31,60,54
Sancrox,0,0,4,0,1,7,15,5,1,1,2,1
Sanctuary Point,32,28,43,51,50,43,37,41,33,28,22,29
Sandbar,0,0,0,0,0,0,0,0,0,0,0,0
Sandgate,11,9,6,4,8,7,19,11,25,11,17,9
Sandigo,0,5,2,1,0,0,0,0,2,3,1,0
Sandilands,0,0,0,0,0,0,0,0,0,0,0,0
Sandon,0,0,0,0,0,1,0,0,0,0,0,0
Sandringham,0,0,3,5,0,10,6,0,1,7,7,2
Sandy Beach,12,12,10,8,17,5,11,10,14,8,18,16
Sandy Creek (Cobar),0,0,0,0,0,0,0,0,0,0,0,0
Sandy Creek (Upper Hunter Shire),0,0,0,0,0,0,0,0,0,0,0,0
Sandy Crossing,0,0,0,0,0,0,0,1,0,0,0,0
Sandy Flat,1,1,4,0,0,0,1,3,0,0,0,0
Sandy Gully,0,0,0,0,0,0,0,0,0,0,0,0
Sandy Hill,0,3,2,0,2,0,0,7,0,1,0,0
Sandy Hollow,5,4,0,0,0,0,0,0,0,1,0,1
Sandy Point,0,0,1,0,0,0,0,0,1,3,0,0
Sanger,0,0,0,0,0,0,0,0,0,0,0,0
Sans Souci,24,29,32,33,40,52,41,44,35,28,30,14
Sapphire,0,0,0,0,0,0,0,0,0,0,0,0
Sapphire Beach,8,15,6,17,7,16,15,13,21,22,10,30
Saratoga,7,12,4,4,13,6,8,6,2,8,4,5
Sassafras,0,0,0,0,0,0,0,0,0,0,0,3
Saumarez,0,0,0,4,0,0,0,0,2,0,0,1
Saumarez Ponds,0,5,1,0,2,0,0,1,0,1,0,0
Savernake,4,0,0,0,1,0,0,0,0,0,0,0
Sawpit Creek,0,0,0,0,0,0,0,0,0,0,0,0
Sawtell,13,23,25,15,8,34,22,37,13,17,10,14
Sawyers Gully,2,3,5,4,7,1,3,11,11,5,2,3
Scarborough,0,0,1,0,1,1,0,4,0,0,1,0
Scheyville,0,0,0,0,0,0,0,0,0,0,0,0
Schofields,45,44,46,57,60,62,41,35,49,48,43,50
Scone,20,34,40,35,19,30,33,19,35,37,32,34
Scotia,0,0,0,0,0,0,0,0,0,0,0,0
Scotland Island,1,1,0,1,0,1,1,0,0,4,1,1
Scotts Creek,0,0,0,0,0,0,0,0,0,0,0,0
Scotts Flat,0,0,0,0,0,0,0,0,0,0,0,0
Scotts Head,7,3,2,1,2,15,4,5,8,3,8,6
Seaforth,8,12,33,21,13,18,12,9,17,13,10,10
Seaham,8,11,8,2,2,7,5,3,11,7,5,3
Seahampton,0,1,1,1,3,0,1,0,0,3,1,1
Seal Rocks,0,0,2,2,0,0,0,0,4,0,1,0
Sebastopol,0,0,0,0,0,0,0,0,0,0,0,0
Sedgefield,0,0,3,0,0,1,0,0,1,3,0,0
Seelands,1,1,1,1,2,0,3,0,0,0,1,0
Sefton,25,30,15,23,13,20,30,32,39,22,19,18
Segenhoe,0,0,0,2,0,1,0,0,0,0,0,0
Seven Hills,125,142,105,163,133,147,128,134,152,99,102,165
Seven Oaks,0,0,0,0,0,0,0,0,0,0,0,0
Sextonville,0,0,0,0,1,0,0,0,0,0,0,0
Shadforth,1,0,0,0,1,0,2,1,0,2,0,0
Shallow Bay,0,0,0,0,0,0,0,0,1,0,0,0
Shalvey,38,34,39,25,44,44,36,30,46,22,16,28
Shanes Park,1,4,0,3,5,5,2,2,1,7,4,3
Shannon Brook,1,0,0,1,1,1,4,0,1,2,0,0
Shannon Vale,2,0,1,0,0,1,0,0,0,0,0,0
Shannondale,0,0,1,1,0,0,1,0,1,0,0,1
Shannons Flat,0,0,0,0,0,0,0,0,0,0,0,1
Shark Creek,3,1,1,0,1,1,1,0,0,1,1,0
Sharps Creek,0,0,0,0,0,0,0,0,0,0,0,0
Sheedys Gully,2,0,3,1,0,2,0,2,0,0,0,0
Shell Cove,18,19,30,20,21,18,18,13,19,19,19,21
Shellharbour,26,22,29,41,21,23,34,19,32,24,38,24
Shellharbour City Centre,34,34,33,48,27,29,41,24,42,31,42,49
Shelly Beach,2,8,19,2,1,5,1,5,3,5,4,4
Sherwood (Clarence Valley),0,0,0,0,0,0,0,0,0,0,0,3
Sherwood (Kempsey),0,0,0,1,0,1,0,1,0,1,0,0
Sherwood (Kyogle),0,0,0,0,1,0,0,1,0,0,0,0
Shoal Bay,14,10,16,33,27,23,20,6,9,23,12,4
Shoalhaven Heads,8,8,8,14,9,10,3,5,6,5,11,1
Shooters Hill,0,0,0,1,0,0,0,0,0,0,0,0
Shortland,18,20,29,20,22,14,34,22,45,24,42,41
Silent Grove,0,0,0,1,0,0,0,0,0,0,0,0
Silverdale,5,14,12,15,8,11,9,19,7,11,6,8
Silverton,0,1,1,0,0,0,0,0,0,0,1,3
Silverwater (Lake Macquarie),2,1,1,0,0,0,0,1,0,1,0,0
Silverwater (Parramatta),28,28,22,18,23,22,28,33,32,25,36,33
Simpkins Creek,0,0,0,0,0,0,0,0,0,0,0,0
Singleton,45,114,57,68,54,42,69,45,96,53,80,60
Singleton Heights,30,37,28,30,18,13,48,16,32,18,30,15
Singleton Military Area,0,0,0,0,0,0,2,0,0,0,0,0
Six Mile Swamp,0,0,0,0,0,0,0,0,0,0,1,0
Skennars Head,14,2,2,1,0,0,5,2,2,1,3,1
Skillion Flat,0,0,0,0,0,1,0,0,0,3,0,0
Skinners Shoot,2,0,1,0,3,0,1,0,3,0,0,0
Sleepy Hollow,0,1,0,3,1,0,0,0,0,2,3,0
Smeaton Grange,22,16,12,5,6,13,7,9,14,15,21,13
Smiggin Holes,0,2,0,0,0,0,0,0,0,0,0,0
Smithfield,55,65,66,65,58,52,82,61,53,54,42,53
Smiths Creek (Clarence Valley),0,0,0,0,0,0,0,0,0,0,0,0
Smiths Creek (Kyogle),0,0,0,0,0,0,0,0,0,0,1,0
Smiths Creek (Tweed),0,2,0,1,1,0,0,1,0,0,5,3
Smiths Lake,2,3,0,4,3,3,1,1,9,2,5,0
Smithtown,6,8,2,6,2,1,7,6,0,9,2,2
Snakes Plain,1,0,0,0,0,0,0,0,0,0,0,0
Snowball,0,0,0,0,0,0,0,0,0,0,0,0
Snowy Plain,0,0,0,0,0,0,0,0,0,0,0,0
Sodwalls,0,0,3,0,0,0,0,0,0,0,0,0
Sofala,1,1,0,0,0,0,0,3,1,0,0,0
Soldiers Point,3,10,3,7,13,10,13,4,2,16,11,4
Somersby,14,9,6,15,14,15,5,9,10,8,11,10
Somerton,1,0,0,2,0,2,9,1,0,2,0,0
South Albury,25,29,19,26,36,60,30,30,43,20,36,25
South Arm (Clarence Valley),0,0,0,2,0,0,0,0,0,0,1,0
South Arm (Nambucca Valley),0,4,2,3,7,10,3,4,2,1,0,1
South Ballina,2,0,0,4,2,0,0,1,0,1,0,0
South Bathurst,0,9,17,8,12,28,14,9,12,3,17,12
South Bowenfels,2,1,9,4,5,4,5,2,5,11,4,0
South Coogee,26,29,28,20,22,22,33,27,26,36,23,20
South Durras,0,0,1,0,0,2,5,1,0,2,0,0
South Golden Beach,0,1,1,2,9,3,4,2,6,1,2,3
South Grafton,89,131,119,141,109,124,126,180,127,170,111,80
South Granville,28,38,36,36,39,36,48,48,39,27,41,32
South Gundagai,3,13,8,11,3,3,5,3,0,3,1,1
South Gundurimba,0,1,1,2,2,1,0,3,0,1,0,0
South Guyra,3,1,0,4,2,2,3,4,1,0,2,1
South Hurstville,19,13,15,19,7,15,20,17,16,17,11,5
South Kempsey,65,72,66,66,60,66,54,53,66,69,79,77
South Lismore,37,33,17,28,26,63,38,17,29,12,27,23
South Littleton,2,2,0,5,4,0,0,2,2,1,3,1
South Maitland,8,1,2,3,3,8,4,5,3,5,1,4
South Maroota,3,0,0,2,4,1,5,3,5,1,3,1
South Murwillumbah,11,16,9,14,8,23,12,20,17,14,15,5
South Nowra,24,22,37,43,32,28,26,23,37,51,31,30
South Pambula,0,0,0,0,0,0,1,2,3,0,1,0
South Penrith,46,46,48,51,56,43,39,48,47,58,52,42
South Tamworth,150,144,116,139,172,156,141,121,155,132,153,94
South Turramurra,2,3,2,3,7,2,1,0,1,6,2,2
South Wentworthville,29,34,39,15,31,21,30,15,14,21,25,39
South West Rocks,21,34,36,68,43,33,40,45,21,37,30,34
South Windsor,49,55,56,65,57,54,53,55,41,63,42,46
South Wolumla,0,1,1,0,0,0,0,0,1,0,0,0
Southampton,0,0,0,0,0,0,0,0,0,0,0,0
Southgate,2,1,0,4,1,1,1,0,3,1,0,0
